Mass [m/z],Polarity,Start [min],End [min],nCE,CS [z],Comment
558.790039,Positive,35.047142,40.047142, ,2,MH+1116.572801-Scan#8000
491.767029,Positive,35.107365,40.107365, ,2,MH+982.526781-Scan#8032
457.280457,Positive,35.110434,40.110434, ,2,MH+913.553636-Scan#8034
662.858337,Positive,35.158685,40.158685, ,2,MH+1324.709398-Scan#8059
453.243408,Positive,35.166665,40.166665, ,2,MH+905.479540-Scan#8062
522.300110,Positive,35.172702,40.172702, ,2,MH+1043.592943-Scan#8065
486.271362,Positive,35.179106,40.179106, ,2,MH+971.535448-Scan#8067
442.240173,Positive,35.180633,40.180633, ,3,MH+1324.705967-Scan#8068
411.712280,Positive,35.200641,40.200641, ,2,MH+822.417284-Scan#8076
417.722778,Positive,35.237518,40.237518, ,2,MH+834.438280-Scan#8093
507.791809,Positive,35.243654,40.243654, ,2,MH+1014.576342-Scan#8097
492.739319,Positive,35.276870,40.276870, ,2,MH+984.471361-Scan#8110
750.892334,Positive,35.286366,40.286366, ,2,MH+1500.777391-Scan#8114
600.782471,Positive,35.287895,40.287895, ,2,MH+1200.557665-Scan#8115
467.749329,Positive,35.306416,40.306416, ,2,MH+934.491381-Scan#8122
454.748779,Positive,35.334362,40.334362, ,2,MH+908.490282-Scan#8133
401.746124,Positive,35.337307,40.337307, ,2,MH+802.484972-Scan#8134
558.802551,Positive,35.352949,40.352949, ,2,MH+1116.597826-Scan#8142
451.742065,Positive,35.354474,40.354474, ,2,MH+902.476854-Scan#8143
508.757935,Positive,35.379616,40.379616, ,2,MH+1016.508593-Scan#8155
586.311401,Positive,35.462687,40.462687, ,2,MH+1171.615526-Scan#8186
495.236115,Positive,35.467299,40.467299, ,2,MH+989.464952-Scan#8189
624.334229,Positive,35.518792,40.518792, ,2,MH+1247.661180-Scan#8210
403.891541,Positive,35.532888,40.532888, ,3,MH+1209.660068-Scan#8217
490.773743,Positive,35.538790,40.538790, ,2,MH+980.540209-Scan#8221
585.283997,Positive,35.573067,40.573067, ,3,MH+1753.837436-Scan#8236
553.320862,Positive,35.574625,40.574625, ,2,MH+1105.634447-Scan#8237
625.791260,Positive,35.587167,40.587167, ,2,MH+1250.575243-Scan#8243
601.813538,Positive,35.588692,40.588692, ,2,MH+1202.619799-Scan#8244
560.795410,Positive,35.590217,40.590217, ,2,MH+1120.583544-Scan#8245
486.799530,Positive,35.591760,40.591760, ,2,MH+972.591783-Scan#8246
456.771698,Positive,35.610477,40.610477, ,2,MH+912.536119-Scan#8256
417.253510,Positive,35.611815,40.611815, ,3,MH+1249.745975-Scan#8257
634.814880,Positive,35.627533,40.627533, ,2,MH+1268.622484-Scan#8265
598.306824,Positive,35.629058,40.629058, ,2,MH+1195.606371-Scan#8266
526.745728,Positive,35.630583,40.630583, ,2,MH+1052.484178-Scan#8267
448.263092,Positive,35.633635,40.633635, ,2,MH+895.518907-Scan#8269
438.552612,Positive,35.641540,40.641540, ,3,MH+1313.643284-Scan#8272
718.367310,Positive,35.644589,40.644589, ,2,MH+1435.727343-Scan#8274
657.326538,Positive,35.647673,40.647673, ,2,MH+1313.645800-Scan#8276
552.784180,Positive,35.649198,40.649198, ,2,MH+1104.561083-Scan#8277
472.765503,Positive,35.650529,40.650529, ,2,MH+944.523729-Scan#8278
561.252747,Positive,35.653593,40.653593, ,2,MH+1121.498217-Scan#8280
566.777710,Positive,35.655135,40.655135, ,2,MH+1132.548143-Scan#8281
643.329163,Positive,35.666143,40.666143, ,2,MH+1285.651049-Scan#8286
501.744934,Positive,35.670729,40.670729, ,2,MH+1002.482592-Scan#8289
494.772766,Positive,35.672023,40.672023, ,2,MH+988.538256-Scan#8290
504.614838,Positive,35.698554,40.698554, ,3,MH+1511.829960-Scan#8303
467.758942,Positive,35.699810,40.699810, ,2,MH+934.510607-Scan#8304
474.242401,Positive,35.711837,40.711837, ,2,MH+947.477526-Scan#8309
421.748901,Positive,35.713281,40.713281, ,2,MH+842.490526-Scan#8310
528.773193,Positive,35.739464,40.739464, ,2,MH+1056.539110-Scan#8325
479.257477,Positive,35.741006,40.741006, ,2,MH+957.507677-Scan#8326
610.329895,Positive,35.742530,40.742530, ,2,MH+1219.652513-Scan#8327
690.323181,Positive,35.770326,40.770326, ,2,MH+1379.639086-Scan#8341
599.769836,Positive,35.779578,40.779578, ,2,MH+1198.532396-Scan#8347
570.295410,Positive,35.781106,40.781106, ,2,MH+1139.583544-Scan#8348
623.306152,Positive,35.792045,40.792045, ,2,MH+1245.605028-Scan#8353
605.808716,Positive,35.798201,40.798201, ,2,MH+1210.610155-Scan#8357
523.799438,Positive,35.800984,40.800984, ,2,MH+1046.591600-Scan#8359
462.746185,Positive,35.821107,40.821107, ,2,MH+924.485094-Scan#8370
474.242218,Positive,35.835310,40.835310, ,2,MH+947.477159-Scan#8375
537.784668,Positive,35.855201,40.855201, ,2,MH+1074.562059-Scan#8386
758.368225,Positive,35.869217,40.869217, ,2,MH+1515.729174-Scan#8393
491.251526,Positive,35.878674,40.878674, ,2,MH+981.495775-Scan#8397
486.762665,Positive,35.909759,40.909759, ,2,MH+972.518053-Scan#8409
550.300781,Positive,35.946265,40.946265, ,2,MH+1099.594286-Scan#8424
587.782593,Positive,35.961905,40.961905, ,2,MH+1174.557909-Scan#8432
406.222565,Positive,35.998725,40.998725, ,2,MH+811.437853-Scan#8448
466.249451,Positive,36.009967,41.009967, ,2,MH+931.491625-Scan#8453
424.719482,Positive,36.026577,41.026577, ,2,MH+848.431688-Scan#8461
606.272705,Positive,36.054936,41.054936, ,2,MH+1211.538134-Scan#8475
502.801483,Positive,36.070423,41.070423, ,2,MH+1004.595690-Scan#8480
613.322571,Positive,36.135877,41.135877, ,2,MH+1225.637865-Scan#8508
515.274902,Positive,36.152837,41.152837, ,2,MH+1029.542528-Scan#8517
512.784119,Positive,36.154362,41.154362, ,2,MH+1024.560961-Scan#8518
437.245819,Positive,36.155654,41.155654, ,2,MH+873.484362-Scan#8519
565.829163,Positive,36.169706,41.169706, ,2,MH+1130.651049-Scan#8526
443.752197,Positive,36.171231,41.171231, ,2,MH+886.497118-Scan#8527
562.318359,Positive,36.237257,41.237257, ,2,MH+1123.629442-Scan#8559
456.237915,Positive,36.271647,41.271647, ,2,MH+911.468553-Scan#8575
533.938538,Positive,36.329455,41.329455, ,3,MH+1599.801060-Scan#8600
451.748474,Positive,36.333780,41.333780, ,2,MH+902.489672-Scan#8603
437.737976,Positive,36.335305,41.335305, ,2,MH+874.468676-Scan#8604
460.261353,Positive,36.361703,41.361703, ,2,MH+919.515428-Scan#8616
474.241364,Positive,36.386695,41.386695, ,2,MH+947.475450-Scan#8628
580.797180,Positive,36.394548,41.394548, ,2,MH+1160.587084-Scan#8631
615.316772,Positive,36.399159,41.399159, ,2,MH+1229.626268-Scan#8634
417.729919,Positive,36.400684,41.400684, ,2,MH+834.452562-Scan#8635
470.749207,Positive,36.414399,41.414399, ,2,MH+940.491136-Scan#8642
545.799805,Positive,36.423825,41.423825, ,2,MH+1090.592333-Scan#8646
700.373901,Positive,36.425398,41.425398, ,2,MH+1399.740526-Scan#8647
678.355164,Positive,36.444019,41.444019, ,2,MH+1355.703051-Scan#8657
529.797485,Positive,36.474454,41.474454, ,2,MH+1058.587694-Scan#8672
426.273987,Positive,36.501171,41.501171, ,2,MH+851.540697-Scan#8679
538.276306,Positive,36.527690,41.527690, ,2,MH+1075.545336-Scan#8692
509.286346,Positive,36.588734,41.588734, ,2,MH+1017.565416-Scan#8716
616.806091,Positive,36.592227,41.592227, ,2,MH+1232.604906-Scan#8718
560.807983,Positive,36.613997,41.613997, ,2,MH+1120.608690-Scan#8730
406.738220,Positive,36.621913,41.621913, ,2,MH+812.469164-Scan#8733
542.808289,Positive,36.628087,41.628087, ,2,MH+1084.609301-Scan#8737
430.198700,Positive,36.630908,41.630908, ,2,MH+859.390123-Scan#8739
631.810303,Positive,36.693109,41.693109, ,2,MH+1262.613329-Scan#8771
493.314484,Positive,36.697687,41.697687, ,2,MH+985.621691-Scan#8774
537.286743,Positive,36.716128,41.716128, ,2,MH+1073.566210-Scan#8784
606.820129,Positive,36.728584,41.728584, ,2,MH+1212.632982-Scan#8790
697.091309,Positive,36.731651,41.731651, ,4,MH+2785.343404-Scan#8792
423.771759,Positive,36.775805,41.775805, ,2,MH+846.536241-Scan#8815
629.863953,Positive,36.802280,41.802280, ,2,MH+1258.720629-Scan#8828
614.830139,Positive,36.815957,41.815957, ,2,MH+1228.653002-Scan#8835
445.754242,Positive,36.817213,41.817213, ,2,MH+890.501207-Scan#8836
436.743988,Positive,36.835828,41.835828, ,2,MH+872.480699-Scan#8846
449.720001,Positive,36.856363,41.856363, ,2,MH+898.432726-Scan#8858
732.876526,Positive,36.860957,41.860957, ,2,MH+1464.745775-Scan#8861
611.295105,Positive,36.864030,41.864030, ,2,MH+1221.582933-Scan#8863
488.920441,Positive,36.868355,41.868355, ,3,MH+1464.746769-Scan#8866
678.301086,Positive,36.882213,41.882213, ,2,MH+1355.594896-Scan#8873
642.885315,Positive,36.883755,41.883755, ,2,MH+1284.763353-Scan#8874
646.328003,Positive,36.906894,41.906894, ,2,MH+1291.648729-Scan#8887
631.314148,Positive,36.908436,41.908436, ,2,MH+1261.621019-Scan#8888
530.590210,Positive,36.923986,41.923986, ,3,MH+1589.756077-Scan#8896
428.926422,Positive,36.935811,41.935811, ,3,MH+1284.764713-Scan#8902
410.222778,Positive,36.937069,41.937069, ,3,MH+1228.653782-Scan#8903
758.374878,Positive,36.940175,41.940175, ,2,MH+1515.742479-Scan#8905
613.341248,Positive,36.946344,41.946344, ,2,MH+1225.675218-Scan#8909
537.300232,Positive,36.954172,41.954172, ,2,MH+1073.593187-Scan#8912
695.862915,Positive,36.961312,41.961312, ,2,MH+1390.718553-Scan#8917
676.363464,Positive,36.962871,41.962871, ,2,MH+1351.719652-Scan#8918
549.821533,Positive,36.975298,41.975298, ,2,MH+1098.635790-Scan#8924
513.792542,Positive,36.976771,41.976771, ,2,MH+1026.577806-Scan#8925
776.898682,Positive,36.978312,41.978312, ,2,MH+1552.790087-Scan#8926
706.004333,Positive,36.979871,41.979871, ,3,MH+2115.998447-Scan#8927
509.599213,Positive,36.986996,41.986996, ,3,MH+1526.783085-Scan#8932
766.723511,Positive,36.997344,41.997344, ,3,MH+2298.155979-Scan#8937
750.353882,Positive,36.998888,41.998888, ,2,MH+1499.700487-Scan#8938
654.335205,Positive,37.000429,42.000429, ,2,MH+1307.663134-Scan#8939
626.990173,Positive,37.001954,42.001954, ,3,MH+1878.955967-Scan#8940
436.559418,Positive,37.012031,42.012031, ,3,MH+1307.663700-Scan#8945
647.306946,Positive,37.019229,42.019229, ,2,MH+1293.606615-Scan#8950
417.225281,Positive,37.031854,42.031854, ,2,MH+833.443285-Scan#8957
568.252930,Positive,37.041167,42.041167, ,2,MH+1135.498583-Scan#8963
480.762665,Positive,37.051489,42.051489, ,2,MH+960.518053-Scan#8968
459.272766,Positive,37.052747,42.052747, ,2,MH+917.538256-Scan#8969
466.765472,Positive,37.058345,42.058345, ,2,MH+932.523668-Scan#8973
432.292542,Positive,37.061131,42.061131, ,2,MH+863.577806-Scan#8975
599.815857,Positive,37.070189,42.070189, ,2,MH+1198.624437-Scan#8979
693.857727,Positive,37.076395,42.076395, ,2,MH+1386.708177-Scan#8983
572.296387,Positive,37.088726,42.088726, ,2,MH+1143.585497-Scan#8989
480.762451,Positive,37.091508,42.091508, ,2,MH+960.517626-Scan#8991
723.865906,Positive,37.094593,42.094593, ,2,MH+1446.724535-Scan#8993
521.292419,Positive,37.096133,42.096133, ,2,MH+1041.577562-Scan#8994
667.837280,Positive,37.108280,42.108280, ,2,MH+1334.667284-Scan#9000
638.828369,Positive,37.109820,42.109820, ,2,MH+1276.649462-Scan#9001
445.929352,Positive,37.115577,42.115577, ,3,MH+1335.773502-Scan#9005
645.822449,Positive,37.121199,42.121199, ,2,MH+1290.637621-Scan#9009
563.818970,Positive,37.136768,42.136768, ,2,MH+1126.630663-Scan#9017
755.896790,Positive,37.139604,42.139604, ,2,MH+1510.786302-Scan#9019
472.249847,Positive,37.159884,42.159884, ,2,MH+943.492418-Scan#9028
911.906006,Positive,37.176720,42.176720, ,2,MH+1822.804735-Scan#9037
633.838623,Positive,37.181345,42.181345, ,2,MH+1266.669969-Scan#9040
580.793213,Positive,37.184428,42.184428, ,2,MH+1160.579149-Scan#9042
495.915436,Positive,37.196024,42.196024, ,3,MH+1485.731754-Scan#9048
681.337463,Positive,37.200405,42.200405, ,2,MH+1361.667650-Scan#9051
426.220154,Positive,37.204445,42.204445, ,2,MH+851.433031-Scan#9054
441.717712,Positive,37.205703,42.205703, ,2,MH+882.428148-Scan#9055
608.338867,Positive,37.221333,42.221333, ,2,MH+1215.670458-Scan#9061
584.308838,Positive,37.222831,42.222831, ,2,MH+1167.610399-Scan#9062
562.308228,Positive,37.224089,42.224089, ,2,MH+1123.609178-Scan#9063
636.837036,Positive,37.227172,42.227172, ,2,MH+1272.666796-Scan#9065
462.278137,Positive,37.232741,42.232741, ,2,MH+923.548998-Scan#9069
450.754578,Positive,37.233997,42.233997, ,2,MH+900.501879-Scan#9070
419.727875,Positive,37.242793,42.242793, ,2,MH+838.448473-Scan#9074
751.887756,Positive,37.245895,42.245895, ,2,MH+1502.768236-Scan#9076
739.385376,Positive,37.247438,42.247438, ,2,MH+1477.763475-Scan#9077
626.398438,Positive,37.251797,42.251797, ,2,MH+1251.789598-Scan#9080
466.243988,Positive,37.260862,42.260862, ,2,MH+931.480699-Scan#9084
574.804749,Positive,37.270097,42.270097, ,2,MH+1148.602220-Scan#9090
547.271118,Positive,37.271459,42.271459, ,2,MH+1093.534960-Scan#9091
405.894562,Positive,37.280245,42.280245, ,3,MH+1215.669132-Scan#9095
650.838623,Positive,37.281803,42.281803, ,2,MH+1300.669969-Scan#9096
664.813965,Positive,37.284886,42.284886, ,2,MH+1328.620653-Scan#9098
500.286774,Positive,37.289213,42.289213, ,2,MH+999.566271-Scan#9101
560.807739,Positive,37.297018,42.297018, ,2,MH+1120.608202-Scan#9104
695.343018,Positive,37.298576,42.298576, ,2,MH+1389.678759-Scan#9105
775.875793,Positive,37.301705,42.301705, ,2,MH+1550.744310-Scan#9107
511.776703,Positive,37.306301,42.306301, ,2,MH+1022.546129-Scan#9110
497.785736,Positive,37.307719,42.307719, ,2,MH+994.564196-Scan#9111
558.828796,Positive,37.328467,42.328467, ,2,MH+1116.650316-Scan#9121
698.035339,Positive,37.330009,42.330009, ,3,MH+2092.091465-Scan#9122
680.837585,Positive,37.331567,42.331567, ,2,MH+1360.667894-Scan#9123
543.784668,Positive,37.335875,42.335875, ,2,MH+1086.562059-Scan#9126
519.786865,Positive,37.337132,42.337132, ,2,MH+1038.566454-Scan#9127
508.725800,Positive,37.344947,42.344947, ,2,MH+1016.444322-Scan#9130
689.383240,Positive,37.354332,42.354332, ,2,MH+1377.759203-Scan#9134
595.298889,Positive,37.357389,42.357389, ,2,MH+1189.590502-Scan#9136
584.332397,Positive,37.358911,42.358911, ,2,MH+1167.657518-Scan#9137
781.358521,Positive,37.360452,42.360452, ,2,MH+1561.709764-Scan#9138
640.335022,Positive,37.363252,42.363252, ,2,MH+1279.662767-Scan#9140
528.797729,Positive,37.387330,42.387330, ,2,MH+1056.588182-Scan#9152
401.248505,Positive,37.389527,42.389527, ,2,MH+801.489733-Scan#9153
647.822021,Positive,37.404813,42.404813, ,2,MH+1294.636766-Scan#9161
512.754944,Positive,37.407863,42.407863, ,2,MH+1024.502611-Scan#9163
616.820251,Positive,37.415413,42.415413, ,2,MH+1232.633226-Scan#9166
593.284546,Positive,37.420054,42.420054, ,2,MH+1185.561815-Scan#9169
455.228729,Positive,37.421312,42.421312, ,2,MH+909.450182-Scan#9170
430.250854,Positive,37.428861,42.428861, ,2,MH+859.494432-Scan#9173
537.275574,Positive,37.430385,42.430385, ,2,MH+1073.543871-Scan#9174
601.827637,Positive,37.435036,42.435036, ,2,MH+1202.647997-Scan#9177
553.818237,Positive,37.438088,42.438088, ,2,MH+1106.629198-Scan#9179
516.282104,Positive,37.458085,42.458085, ,2,MH+1031.556932-Scan#9188
479.773315,Positive,37.463462,42.463462, ,2,MH+958.539354-Scan#9192
459.575775,Positive,37.465977,42.465977, ,3,MH+1376.712772-Scan#9194
443.756866,Positive,37.472275,42.472275, ,2,MH+886.506456-Scan#9196
707.868286,Positive,37.477875,42.477875, ,2,MH+1414.729296-Scan#9200
578.805786,Positive,37.479400,42.479400, ,2,MH+1156.604296-Scan#9201
434.222168,Positive,37.480910,42.480910, ,3,MH+1300.651951-Scan#9202
680.353455,Positive,37.485025,42.485025, ,2,MH+1359.699633-Scan#9205
671.318604,Positive,37.499186,42.499186, ,2,MH+1341.629930-Scan#9210
623.301880,Positive,37.505068,42.505068, ,2,MH+1245.596483-Scan#9214
540.284241,Positive,37.526810,42.526810, ,2,MH+1079.561205-Scan#9226
444.267578,Positive,37.534409,42.534409, ,2,MH+887.527880-Scan#9229
696.348572,Positive,37.539054,42.539054, ,2,MH+1391.689867-Scan#9232
560.777527,Positive,37.540581,42.540581, ,2,MH+1120.547777-Scan#9233
589.246033,Positive,37.560443,42.560443, ,2,MH+1177.484789-Scan#9244
447.881287,Positive,37.563141,42.563141, ,3,MH+1341.629307-Scan#9246
613.809021,Positive,37.564699,42.564699, ,2,MH+1226.610765-Scan#9247
587.301453,Positive,37.580201,42.580201, ,2,MH+1173.595629-Scan#9255
475.280914,Positive,37.583991,42.583991, ,2,MH+949.554552-Scan#9258
796.395691,Positive,37.593420,42.593420, ,2,MH+1591.784105-Scan#9262
531.265930,Positive,37.604406,42.604406, ,3,MH+1591.783237-Scan#9267
493.771057,Positive,37.605662,42.605662, ,2,MH+986.534838-Scan#9268
525.241272,Positive,37.624437,42.624437, ,2,MH+1049.475267-Scan#9276
435.765015,Positive,37.650564,42.650564, ,2,MH+870.522753-Scan#9289
551.294312,Positive,37.652095,42.652095, ,2,MH+1101.581346-Scan#9290
497.233124,Positive,37.662754,42.662754, ,2,MH+993.458971-Scan#9295
452.716919,Positive,37.670161,42.670161, ,2,MH+904.426561-Scan#9300
461.744049,Positive,37.678999,42.678999, ,2,MH+922.480822-Scan#9304
578.306702,Positive,37.686707,42.686707, ,2,MH+1155.606127-Scan#9309
536.938171,Positive,37.688234,42.688234, ,3,MH+1608.799961-Scan#9310
425.738922,Positive,37.698968,42.698968, ,2,MH+850.470568-Scan#9315
414.562347,Positive,37.700226,42.700226, ,3,MH+1241.672489-Scan#9316
646.287476,Positive,37.706545,42.706545, ,2,MH+1291.567675-Scan#9318
517.770935,Positive,37.707889,42.707889, ,2,MH+1034.534593-Scan#9319
621.343811,Positive,37.710974,42.710974, ,2,MH+1241.680345-Scan#9321
858.433777,Positive,37.719791,42.719791, ,2,MH+1715.860277-Scan#9327
599.788818,Positive,37.740078,42.740078, ,2,MH+1198.570360-Scan#9336
662.858398,Positive,37.753576,42.753576, ,2,MH+1324.709520-Scan#9342
659.819214,Positive,37.762980,42.762980, ,2,MH+1318.631151-Scan#9346
653.883118,Positive,37.764522,42.764522, ,2,MH+1306.758959-Scan#9347
547.799561,Positive,37.770657,42.770657, ,2,MH+1094.591844-Scan#9351
464.733154,Positive,37.773457,42.773457, ,2,MH+928.459032-Scan#9353
400.737946,Positive,37.777538,42.777538, ,2,MH+800.468614-Scan#9355
905.438721,Positive,37.788200,42.788200, ,2,MH+1809.870165-Scan#9360
495.762451,Positive,37.797305,42.797305, ,2,MH+990.517626-Scan#9364
694.361755,Positive,37.800419,42.800419, ,2,MH+1387.716234-Scan#9366
501.767975,Positive,37.824798,42.824798, ,2,MH+1002.528673-Scan#9378
473.204590,Positive,37.829390,42.829390, ,2,MH+945.401903-Scan#9381
448.725067,Positive,37.836230,42.836230, ,2,MH+896.442858-Scan#9386
613.317261,Positive,37.842557,42.842557, ,2,MH+1225.627245-Scan#9388
651.334351,Positive,37.844117,42.844117, ,3,MH+1951.988498-Scan#9389
522.230103,Positive,37.850459,42.850459, ,2,MH+1043.452928-Scan#9391
420.561981,Positive,37.877625,42.877625, ,3,MH+1259.671390-Scan#9406
467.749268,Positive,37.888575,42.888575, ,2,MH+934.491259-Scan#9411
564.787537,Positive,37.903873,42.903873, ,2,MH+1128.567797-Scan#9419
665.870361,Positive,37.934875,42.934875, ,2,MH+1330.733446-Scan#9435
520.265869,Positive,37.937658,42.937658, ,2,MH+1039.524462-Scan#9437
576.312012,Positive,37.949598,42.949598, ,2,MH+1151.616747-Scan#9443
511.735321,Positive,37.951139,42.951139, ,2,MH+1022.463365-Scan#9444
443.277832,Positive,37.958581,42.958581, ,2,MH+885.548387-Scan#9449
451.215485,Positive,37.973891,42.973891, ,2,MH+901.423693-Scan#9457
726.359375,Positive,37.992085,42.992085, ,2,MH+1451.711473-Scan#9465
484.576355,Positive,37.999483,42.999483, ,3,MH+1451.714512-Scan#9470
656.850159,Positive,38.013204,43.013204, ,2,MH+1312.693041-Scan#9477
516.805115,Positive,38.021883,43.021883, ,2,MH+1032.602953-Scan#9483
689.382507,Positive,38.035604,43.035604, ,2,MH+1377.757738-Scan#9490
731.854431,Positive,38.052110,43.052110, ,2,MH+1462.701586-Scan#9499
586.330994,Positive,38.066085,43.066085, ,2,MH+1171.654711-Scan#9506
419.739685,Positive,38.071654,43.071654, ,2,MH+838.472093-Scan#9510
593.284790,Positive,38.099589,43.099589, ,2,MH+1185.562303-Scan#9524
404.225067,Positive,38.103914,43.103914, ,2,MH+807.442858-Scan#9527
415.725342,Positive,38.120705,43.120705, ,2,MH+830.443407-Scan#9536
628.644409,Positive,38.137603,43.137603, ,3,MH+1883.918674-Scan#9542
942.462646,Positive,38.155662,43.155662, ,2,MH+1883.918016-Scan#9552
745.863953,Positive,38.163226,43.163226, ,2,MH+1490.720629-Scan#9555
726.917664,Positive,38.164768,43.164768, ,2,MH+1452.828051-Scan#9556
514.273315,Positive,38.190180,43.190180, ,2,MH+1027.539354-Scan#9569
742.908752,Positive,38.191722,43.191722, ,2,MH+1484.810228-Scan#9570
486.763031,Positive,38.211055,43.211055, ,2,MH+972.518785-Scan#9581
544.787537,Positive,38.221991,43.221991, ,2,MH+1088.567797-Scan#9586
502.788910,Positive,38.255549,43.255549, ,2,MH+1004.570543-Scan#9604
579.279358,Positive,38.278457,43.278457, ,3,MH+1735.823520-Scan#9615
559.331726,Positive,38.279982,43.279982, ,2,MH+1117.656176-Scan#9616
624.318420,Positive,38.281536,43.281536, ,3,MH+1870.940708-Scan#9617
500.299072,Positive,38.284319,43.284319, ,2,MH+999.590868-Scan#9619
481.236298,Positive,38.287369,43.287369, ,2,MH+961.465319-Scan#9621
461.775146,Positive,38.288627,43.288627, ,2,MH+922.543016-Scan#9622
408.761505,Positive,38.296244,43.296244, ,2,MH+816.515734-Scan#9625
610.803955,Positive,38.303804,43.303804, ,2,MH+1220.600634-Scan#9630
