Mass [m/z],Polarity,Start [min],End [min],nCE,CS [z],Comment
538.285950,Positive,53.836589,58.836589, ,2,MH+1075.564623-Scan#17372
526.748169,Positive,53.838116,58.838116, ,2,MH+1052.489061-Scan#17373
572.831543,Positive,53.847410,58.847410, ,2,MH+1144.655809-Scan#17377
587.835876,Positive,53.848935,58.848935, ,2,MH+1174.664476-Scan#17378
744.360779,Positive,53.858360,58.858360, ,2,MH+1487.714281-Scan#17381
461.240692,Positive,53.866352,58.866352, ,2,MH+921.474108-Scan#17384
427.761566,Positive,53.869386,58.869386, ,2,MH+854.515856-Scan#17386
707.883484,Positive,53.872472,58.872472, ,2,MH+1414.759691-Scan#17388
514.987549,Positive,53.878609,58.878609, ,3,MH+1542.948093-Scan#17392
621.346008,Positive,53.907672,58.907672, ,2,MH+1241.684740-Scan#17406
827.402771,Positive,53.909230,58.909230, ,2,MH+1653.798265-Scan#17407
565.805969,Positive,53.926711,58.926711, ,2,MH+1130.604662-Scan#17416
596.292114,Positive,53.934424,58.934424, ,2,MH+1191.576952-Scan#17421
429.253876,Positive,53.938997,58.938997, ,3,MH+1285.747074-Scan#17424
415.264038,Positive,53.945776,58.945776, ,2,MH+829.520800-Scan#17426
829.936646,Positive,53.955695,58.955695, ,2,MH+1658.866014-Scan#17430
586.778931,Positive,53.957220,58.957220, ,2,MH+1172.550585-Scan#17431
672.867188,Positive,53.960322,58.960322, ,2,MH+1344.727098-Scan#17433
544.786316,Positive,53.964915,58.964915, ,2,MH+1088.565355-Scan#17436
484.796722,Positive,53.966440,58.966440, ,2,MH+968.586168-Scan#17437
472.773499,Positive,53.967965,58.967965, ,2,MH+944.539720-Scan#17438
467.756683,Positive,53.974393,58.974393, ,2,MH+934.506090-Scan#17440
812.890503,Positive,53.978999,58.978999, ,2,MH+1624.773729-Scan#17443
578.310425,Positive,53.983632,58.983632, ,2,MH+1155.613573-Scan#17446
493.928223,Positive,53.986682,58.986682, ,3,MH+1479.770115-Scan#17448
542.262451,Positive,54.005705,59.005705, ,3,MH+1624.772800-Scan#17458
635.846436,Positive,54.020280,59.020280, ,2,MH+1270.685594-Scan#17465
569.302795,Positive,54.032284,59.032284, ,2,MH+1137.598314-Scan#17470
616.845825,Positive,54.049300,59.049300, ,2,MH+1232.684374-Scan#17479
513.804626,Positive,54.050559,59.050559, ,2,MH+1026.601976-Scan#17480
584.860107,Positive,54.069429,59.069429, ,2,MH+1168.712938-Scan#17490
432.257172,Positive,54.075532,59.075532, ,2,MH+863.507067-Scan#17494
595.314514,Positive,54.132174,59.132174, ,2,MH+1189.621752-Scan#17521
401.243225,Positive,54.136673,59.136673, ,2,MH+801.479174-Scan#17523
453.740753,Positive,54.166117,59.166117, ,2,MH+906.474230-Scan#17537
738.374756,Positive,54.172250,59.172250, ,2,MH+1475.742235-Scan#17541
515.280945,Positive,54.184769,59.184769, ,2,MH+1029.554613-Scan#17544
501.774841,Positive,54.253248,59.253248, ,2,MH+1002.542406-Scan#17579
589.324524,Positive,54.254783,59.254783, ,2,MH+1177.641771-Scan#17580
422.271332,Positive,54.257816,59.257816, ,2,MH+843.535387-Scan#17582
652.030640,Positive,54.265885,59.265885, ,3,MH+1954.077366-Scan#17585
582.862671,Positive,54.287737,59.287737, ,2,MH+1164.718065-Scan#17597
460.247833,Positive,54.300398,59.300398, ,2,MH+919.488390-Scan#17603
495.277405,Positive,54.316812,59.316812, ,2,MH+989.547533-Scan#17611
488.282196,Positive,54.327708,59.327708, ,2,MH+975.557115-Scan#17615
554.824951,Positive,54.363128,59.363128, ,2,MH+1108.642626-Scan#17626
623.846191,Positive,54.372564,59.372564, ,2,MH+1246.685106-Scan#17630
408.743103,Positive,54.545680,59.545680, ,2,MH+816.478929-Scan#17698
565.804932,Positive,54.603367,59.603367, ,2,MH+1130.602587-Scan#17723
726.323914,Positive,54.615712,59.615712, ,3,MH+2176.957187-Scan#17731
722.837036,Positive,54.632610,59.632610, ,2,MH+1444.666796-Scan#17737
556.331055,Positive,54.665427,59.665427, ,2,MH+1111.654833-Scan#17753
497.283356,Positive,54.666954,59.666954, ,2,MH+993.559435-Scan#17754
485.804352,Positive,54.716329,59.716329, ,2,MH+970.601427-Scan#17776
621.823853,Positive,54.725539,59.725539, ,2,MH+1242.640428-Scan#17782
784.876038,Positive,54.738185,59.738185, ,2,MH+1568.744799-Scan#17788
744.888000,Positive,54.744408,59.744408, ,2,MH+1488.768724-Scan#17792
629.847717,Positive,54.749060,59.749060, ,2,MH+1258.688158-Scan#17795
706.404053,Positive,54.755760,59.755760, ,2,MH+1411.800829-Scan#17797
479.291901,Positive,54.785646,59.785646, ,2,MH+957.576525-Scan#17812
607.309387,Positive,54.813618,59.813618, ,2,MH+1213.611498-Scan#17825
735.893738,Positive,54.821816,59.821816, ,2,MH+1470.780199-Scan#17828
693.410278,Positive,54.831128,59.831128, ,2,MH+1385.813280-Scan#17834
567.609924,Positive,54.834197,59.834197, ,3,MH+1700.815220-Scan#17836
484.767273,Positive,54.848078,59.848078, ,2,MH+968.527269-Scan#17843
444.921875,Positive,54.851113,59.851113, ,3,MH+1332.751072-Scan#17845
464.787689,Positive,54.870624,59.870624, ,2,MH+928.568102-Scan#17855
401.248444,Positive,54.873607,59.873607, ,2,MH+801.489611-Scan#17856
527.820313,Positive,54.880137,59.880137, ,2,MH+1054.633348-Scan#17858
613.862976,Positive,54.892447,59.892447, ,2,MH+1226.718676-Scan#17866
666.345215,Positive,54.919838,59.919838, ,3,MH+1997.021091-Scan#17879
890.927795,Positive,54.945032,59.945032, ,2,MH+1780.848314-Scan#17890
944.404907,Positive,54.949707,59.949707, ,2,MH+1887.802538-Scan#17893
602.964294,Positive,54.955861,59.955861, ,3,MH+1806.878330-Scan#17897
530.304932,Positive,54.967697,59.967697, ,2,MH+1059.602587-Scan#17902
456.290131,Positive,54.973803,59.973803, ,2,MH+911.572985-Scan#17906
541.770935,Positive,55.004179,60.004179, ,2,MH+1082.534593-Scan#17921
649.860535,Positive,55.018505,60.018505, ,2,MH+1298.713793-Scan#17925
549.323486,Positive,55.051592,60.051592, ,2,MH+1097.639696-Scan#17938
498.272186,Positive,55.098321,60.098321, ,2,MH+995.537096-Scan#17954
685.896240,Positive,55.132008,60.132008, ,2,MH+1370.785204-Scan#17970
414.271637,Positive,55.217042,60.217042, ,3,MH+1240.800358-Scan#18005
470.804718,Positive,55.224687,60.224687, ,2,MH+940.602159-Scan#18010
613.833862,Positive,55.245455,60.245455, ,2,MH+1226.660448-Scan#18021
722.886780,Positive,55.259532,60.259532, ,2,MH+1444.766283-Scan#18027
561.649597,Positive,55.267745,60.267745, ,3,MH+1682.934238-Scan#18030
537.323303,Positive,55.278541,60.278541, ,2,MH+1073.639330-Scan#18037
508.244110,Positive,55.298195,60.298195, ,2,MH+1015.480944-Scan#18044
633.817688,Positive,55.306481,60.306481, ,2,MH+1266.628099-Scan#18047
617.829102,Positive,55.359070,60.359070, ,2,MH+1234.650926-Scan#18073
494.631561,Positive,55.383328,60.383328, ,3,MH+1481.880131-Scan#18086
656.868835,Positive,55.387942,60.387942, ,2,MH+1312.730394-Scan#18089
414.559021,Positive,55.404303,60.404303, ,3,MH+1241.662510-Scan#18097
647.811340,Positive,55.405846,60.405846, ,2,MH+1294.615404-Scan#18098
453.740723,Positive,55.450478,60.450478, ,2,MH+906.474169-Scan#18118
621.334412,Positive,55.455075,60.455075, ,2,MH+1241.661547-Scan#18121
509.923218,Positive,55.480461,60.480461, ,3,MH+1527.755100-Scan#18132
770.387268,Positive,55.494527,60.494527, ,2,MH+1539.767260-Scan#18138
452.590118,Positive,55.530531,60.530531, ,3,MH+1355.755802-Scan#18156
473.306274,Positive,55.547787,60.547787, ,2,MH+945.605272-Scan#18165
436.277008,Positive,55.550840,60.550840, ,2,MH+871.546739-Scan#18167
713.395264,Positive,55.560298,60.560298, ,2,MH+1425.783251-Scan#18170
700.844299,Positive,55.563402,60.563402, ,2,MH+1400.681322-Scan#18172
628.804199,Positive,55.566487,60.566487, ,2,MH+1256.601122-Scan#18174
557.831543,Positive,55.569569,60.569569, ,2,MH+1114.655809-Scan#18176
517.309570,Positive,55.600829,60.600829, ,2,MH+1033.611864-Scan#18191
708.396423,Positive,55.618081,60.618081, ,2,MH+1415.785570-Scan#18200
478.748718,Positive,55.622658,60.622658, ,2,MH+956.490160-Scan#18203
420.724762,Positive,55.651431,60.651431, ,2,MH+840.442247-Scan#18217
655.354797,Positive,55.657552,60.657552, ,2,MH+1309.702318-Scan#18221
456.243958,Positive,55.718077,60.718077, ,2,MH+911.480638-Scan#18249
691.899902,Positive,55.725810,60.725810, ,2,MH+1382.792528-Scan#18254
413.782776,Positive,55.841949,60.841949, ,2,MH+826.558275-Scan#18300
604.810791,Positive,55.848070,60.848070, ,2,MH+1208.614305-Scan#18304
600.804138,Positive,55.849615,60.849615, ,2,MH+1200.601000-Scan#18305
559.799866,Positive,55.868900,60.868900, ,2,MH+1118.592455-Scan#18315
435.777740,Positive,55.879364,60.879364, ,2,MH+870.548204-Scan#18319
662.836304,Positive,55.890061,60.890061, ,2,MH+1324.665331-Scan#18323
531.805725,Positive,55.899246,60.899246, ,2,MH+1062.604174-Scan#18329
715.391785,Positive,55.910878,60.910878, ,2,MH+1429.776293-Scan#18334
454.757965,Positive,55.925666,60.925666, ,2,MH+908.508654-Scan#18341
430.758240,Positive,55.927190,60.927190, ,2,MH+860.509203-Scan#18342
712.345886,Positive,55.930263,60.930263, ,2,MH+1423.684496-Scan#18344
723.384521,Positive,55.945128,60.945128, ,2,MH+1445.761766-Scan#18351
751.401611,Positive,55.951315,60.951315, ,2,MH+1501.795946-Scan#18355
597.314941,Positive,55.955942,60.955942, ,2,MH+1193.622606-Scan#18358
527.276062,Positive,55.980952,60.980952, ,2,MH+1053.544847-Scan#18368
582.329102,Positive,56.022564,61.022564, ,2,MH+1163.650926-Scan#18382
669.323486,Positive,56.033550,61.033550, ,2,MH+1337.639696-Scan#18386
550.794678,Positive,56.054268,61.054268, ,2,MH+1100.582079-Scan#18393
521.768066,Positive,56.057319,61.057319, ,2,MH+1042.528856-Scan#18395
459.777466,Positive,56.066745,61.066745, ,2,MH+918.547655-Scan#18398
829.454834,Positive,56.085043,61.085043, ,2,MH+1657.902391-Scan#18404
744.886169,Positive,56.138126,61.138126, ,2,MH+1488.765062-Scan#18427
530.291748,Positive,56.142737,61.142737, ,2,MH+1059.576219-Scan#18430
718.377014,Positive,56.238080,61.238080, ,2,MH+1435.746752-Scan#18476
464.288055,Positive,56.256714,61.256714, ,2,MH+927.568834-Scan#18485
648.332581,Positive,56.259780,61.259780, ,2,MH+1295.657885-Scan#18487
438.922241,Positive,56.266549,61.266549, ,3,MH+1314.752170-Scan#18489
583.852173,Positive,56.299901,61.299901, ,2,MH+1166.697069-Scan#18501
518.589050,Positive,56.323184,61.323184, ,3,MH+1553.752598-Scan#18513
593.336182,Positive,56.332834,61.332834, ,2,MH+1185.665087-Scan#18517
525.757935,Positive,56.342082,61.342082, ,2,MH+1050.508593-Scan#18523
482.300751,Positive,56.419277,61.419277, ,2,MH+963.594225-Scan#18564
478.251556,Positive,56.426136,61.426136, ,2,MH+955.495836-Scan#18566
406.734528,Positive,56.427663,61.427663, ,2,MH+812.461779-Scan#18567
537.278625,Positive,56.439015,61.439015, ,2,MH+1073.549974-Scan#18574
428.243439,Positive,56.440540,61.440540, ,2,MH+855.479601-Scan#18575
533.328247,Positive,56.455752,61.455752, ,2,MH+1065.649218-Scan#18580
433.262665,Positive,56.474872,61.474872, ,3,MH+1297.773441-Scan#18590
596.344849,Positive,56.528468,61.528468, ,2,MH+1191.682421-Scan#18618
432.255249,Positive,56.604725,61.604725, ,2,MH+863.503221-Scan#18654
585.849304,Positive,56.631222,61.631222, ,2,MH+1170.691332-Scan#18666
426.790100,Positive,56.642068,61.642068, ,2,MH+852.572924-Scan#18671
413.249573,Positive,56.643435,61.643435, ,2,MH+825.491869-Scan#18672
575.302246,Positive,56.671324,61.671324, ,2,MH+1149.597216-Scan#18687
418.246918,Positive,56.683858,61.683858, ,3,MH+1252.726200-Scan#18693
601.329041,Positive,56.697949,61.697949, ,2,MH+1201.650804-Scan#18700
824.429932,Positive,56.704085,61.704085, ,2,MH+1647.852587-Scan#18704
693.363770,Positive,56.705626,61.705626, ,2,MH+1385.720262-Scan#18705
626.868896,Positive,56.735447,61.735447, ,2,MH+1252.730516-Scan#18720
725.410583,Positive,56.736997,61.736997, ,2,MH+1449.813890-Scan#18721
783.899841,Positive,56.760747,61.760747, ,2,MH+1566.792406-Scan#18732
496.267395,Positive,56.792721,61.792721, ,2,MH+991.527513-Scan#18748
668.826965,Positive,56.808013,61.808013, ,2,MH+1336.646654-Scan#18756
550.980957,Positive,56.812246,61.812246, ,3,MH+1650.928318-Scan#18759
438.589783,Positive,56.819622,61.819622, ,3,MH+1313.754795-Scan#18761
508.301025,Positive,56.833650,61.833650, ,2,MH+1015.594774-Scan#18768
522.272705,Positive,56.838259,61.838259, ,2,MH+1043.538134-Scan#18771
825.967712,Positive,56.863554,61.863554, ,2,MH+1650.928148-Scan#18783
708.324951,Positive,56.866638,61.866638, ,2,MH+1415.642626-Scan#18785
587.330322,Positive,56.869744,61.869744, ,2,MH+1173.653368-Scan#18787
488.287964,Positive,56.885502,61.885502, ,2,MH+975.568651-Scan#18795
639.885193,Positive,56.925758,61.925758, ,2,MH+1278.763109-Scan#18813
578.837463,Positive,56.984797,61.984797, ,2,MH+1156.667650-Scan#18842
546.791382,Positive,57.005791,62.005791, ,2,MH+1092.575487-Scan#18851
668.319702,Positive,57.010418,62.010418, ,2,MH+1335.632128-Scan#18854
642.848572,Positive,57.013506,62.013506, ,2,MH+1284.689867-Scan#18856
581.316284,Positive,57.015045,62.015045, ,3,MH+1741.934299-Scan#18857
528.317749,Positive,57.022932,62.022932, ,2,MH+1055.628221-Scan#18860
422.769135,Positive,57.050122,62.050122, ,2,MH+844.530992-Scan#18873
469.270386,Positive,57.070943,62.070943, ,2,MH+937.533495-Scan#18884
753.898804,Positive,57.088028,62.088028, ,2,MH+1506.790331-Scan#18892
743.386230,Positive,57.089570,62.089570, ,2,MH+1485.765184-Scan#18893
588.839844,Positive,57.105647,62.105647, ,2,MH+1176.672411-Scan#18901
554.310486,Positive,57.107210,62.107210, ,2,MH+1107.613695-Scan#18902
684.709778,Positive,57.133986,62.133986, ,3,MH+2052.114780-Scan#18915
645.848267,Positive,57.159122,62.159122, ,2,MH+1290.689257-Scan#18929
517.788330,Positive,57.199797,62.199797, ,2,MH+1034.569384-Scan#18951
613.291748,Positive,57.212294,62.212294, ,2,MH+1225.576219-Scan#18957
592.327942,Positive,57.213819,62.213819, ,2,MH+1183.648607-Scan#18958
504.272339,Positive,57.274263,62.274263, ,2,MH+1007.537401-Scan#18986
815.901245,Positive,57.278875,62.278875, ,2,MH+1630.795214-Scan#18989
680.886902,Positive,57.325332,62.325332, ,2,MH+1360.766527-Scan#19015
808.433472,Positive,57.380979,62.380979, ,2,MH+1615.859667-Scan#19039
420.736511,Positive,57.399623,62.399623, ,2,MH+840.465746-Scan#19049
493.773895,Positive,57.426148,62.426148, ,2,MH+986.540514-Scan#19062
917.399414,Positive,57.435739,62.435739, ,2,MH+1833.791551-Scan#19066
418.239807,Positive,57.454440,62.454440, ,2,MH+835.472338-Scan#19076
619.347168,Positive,57.457506,62.457506, ,2,MH+1237.687059-Scan#19078
647.349487,Positive,57.494077,62.494077, ,2,MH+1293.691698-Scan#19095
523.626648,Positive,57.549364,62.549364, ,3,MH+1568.865391-Scan#19119
674.353027,Positive,57.562102,62.562102, ,2,MH+1347.698778-Scan#19122
578.308472,Positive,57.586233,62.586233, ,2,MH+1155.609667-Scan#19133
687.824951,Positive,57.601805,62.601805, ,2,MH+1374.642626-Scan#19140
515.322327,Positive,57.720473,62.720473, ,2,MH+1029.637377-Scan#19183
711.357910,Positive,57.801703,62.801703, ,2,MH+1421.708544-Scan#19219
701.737793,Positive,58.008691,63.008691, ,3,MH+2103.198826-Scan#19309
506.988586,Positive,58.026303,63.026303, ,3,MH+1518.951206-Scan#19314
479.919983,Positive,58.030932,63.030932, ,3,MH+1437.745395-Scan#19317
477.749176,Positive,58.094970,63.094970, ,2,MH+954.491075-Scan#19344
773.934204,Positive,58.096534,63.096534, ,2,MH+1546.861132-Scan#19345
540.608154,Positive,58.104195,63.104195, ,3,MH+1619.809910-Scan#19350
526.778320,Positive,58.105722,63.105722, ,2,MH+1052.549364-Scan#19351
443.769867,Positive,58.137149,63.137149, ,4,MH+1772.057638-Scan#19364
460.922546,Positive,58.148101,63.148101, ,3,MH+1380.753086-Scan#19368
846.422729,Positive,58.154311,63.154311, ,2,MH+1691.838182-Scan#19372
634.376160,Positive,58.168717,63.168717, ,2,MH+1267.745043-Scan#19379
615.639160,Positive,58.170244,63.170244, ,3,MH+1844.902927-Scan#19380
673.866943,Positive,58.176474,63.176474, ,2,MH+1346.726610-Scan#19384
572.977417,Positive,58.179541,63.179541, ,3,MH+1716.917698-Scan#19386
564.978149,Positive,58.181065,63.181065, ,3,MH+1692.919895-Scan#19387
486.290192,Positive,58.187647,63.187647, ,2,MH+971.573107-Scan#19389
536.290405,Positive,58.199922,63.199922, ,3,MH+1606.856663-Scan#19397
588.336792,Positive,58.215546,63.215546, ,2,MH+1175.666307-Scan#19404
530.282471,Positive,58.222258,63.222258, ,3,MH+1588.832859-Scan#19406
480.783173,Positive,58.281025,63.281025, ,2,MH+960.559069-Scan#19433
971.973694,Positive,58.297648,63.297648, ,2,MH+1942.940111-Scan#19438
548.821228,Positive,58.369296,63.369296, ,2,MH+1096.635179-Scan#19467
740.898743,Positive,58.380979,63.380979, ,2,MH+1480.790209-Scan#19472
696.386292,Positive,58.406034,63.406034, ,2,MH+1391.765306-Scan#19482
576.791626,Positive,58.425116,63.425116, ,2,MH+1152.575975-Scan#19492
466.269226,Positive,58.426624,63.426624, ,4,MH+1862.055074-Scan#19493
431.758331,Positive,58.434544,63.434544, ,2,MH+862.509386-Scan#19496
621.354370,Positive,58.439133,63.439133, ,3,MH+1862.048557-Scan#19499
482.933411,Positive,58.448574,63.448574, ,3,MH+1446.785679-Scan#19502
616.340576,Positive,58.451645,63.451645, ,2,MH+1231.673876-Scan#19504
458.763885,Positive,58.467522,63.467522, ,2,MH+916.520494-Scan#19512
456.795349,Positive,58.494139,63.494139, ,2,MH+912.583422-Scan#19524
503.293549,Positive,58.529407,63.529407, ,2,MH+1005.579821-Scan#19541
483.777466,Positive,58.550576,63.550576, ,2,MH+966.547655-Scan#19549
592.331787,Positive,58.589020,63.589020, ,2,MH+1183.656298-Scan#19566
613.353149,Positive,58.595222,63.595222, ,2,MH+1225.699022-Scan#19570
515.792969,Positive,58.599799,63.599799, ,2,MH+1030.578661-Scan#19573
661.364258,Positive,58.618061,63.618061, ,2,MH+1321.721239-Scan#19582
510.315308,Positive,58.622655,63.622655, ,2,MH+1019.623339-Scan#19585
417.880615,Positive,58.632088,63.632088, ,3,MH+1251.627292-Scan#19588
708.383911,Positive,58.639734,63.639734, ,2,MH+1415.760546-Scan#19590
605.866272,Positive,58.641259,63.641259, ,2,MH+1210.725267-Scan#19591
468.772583,Positive,58.647403,63.647403, ,2,MH+936.537889-Scan#19595
466.289337,Positive,58.677248,63.677248, ,2,MH+931.571398-Scan#19609
773.376404,Positive,58.711838,63.711838, ,2,MH+1545.745531-Scan#19623
606.007813,Positive,58.714904,63.714904, ,3,MH+1816.008884-Scan#19625
711.333557,Positive,58.731981,63.731981, ,3,MH+2131.986118-Scan#19633
670.814209,Positive,58.752163,63.752163, ,2,MH+1340.621141-Scan#19640
705.823181,Positive,58.810021,63.810021, ,2,MH+1410.639086-Scan#19666
697.358337,Positive,58.817921,63.817921, ,2,MH+1393.709398-Scan#19668
559.290894,Positive,58.841433,63.841433, ,3,MH+1675.858127-Scan#19681
634.376892,Positive,58.855471,63.855471, ,2,MH+1267.746508-Scan#19688
555.276489,Positive,58.929002,63.929002, ,2,MH+1109.545702-Scan#19724
482.269958,Positive,58.933579,63.933579, ,2,MH+963.532640-Scan#19727
637.840088,Positive,58.940509,63.940509, ,2,MH+1274.672899-Scan#19729
796.414368,Positive,59.001307,64.001307, ,2,MH+1591.821459-Scan#19759
681.397705,Positive,59.012549,64.012549, ,2,MH+1361.788134-Scan#19764
560.990561,Positive,59.015618,64.015618, ,3,MH+1680.957130-Scan#19766
465.258026,Positive,59.017145,64.017145, ,2,MH+929.508776-Scan#19767
413.237213,Positive,59.025184,64.025184, ,2,MH+825.467150-Scan#19770
580.985046,Positive,59.031393,64.031393, ,3,MH+1740.940586-Scan#19774
542.345703,Positive,59.034443,64.034443, ,2,MH+1083.684130-Scan#19776
583.331421,Positive,59.051520,64.051520, ,2,MH+1165.655565-Scan#19784
576.365112,Positive,59.053045,64.053045, ,2,MH+1151.722948-Scan#19785
595.835266,Positive,59.062532,64.062532, ,2,MH+1190.663256-Scan#19789
722.861267,Positive,59.067190,64.067190, ,2,MH+1444.715258-Scan#19792
609.323181,Positive,59.089701,64.089701, ,2,MH+1217.639086-Scan#19804
491.311401,Positive,59.103813,64.103813, ,2,MH+981.615526-Scan#19811
519.835144,Positive,59.106880,64.106880, ,2,MH+1038.663011-Scan#19813
512.780029,Positive,59.108405,64.108405, ,2,MH+1024.552782-Scan#19814
593.859680,Positive,59.111486,64.111486, ,2,MH+1186.712084-Scan#19816
621.847839,Positive,59.122830,64.122830, ,2,MH+1242.688402-Scan#19821
616.839233,Positive,59.133149,64.133149, ,2,MH+1232.671190-Scan#19825
621.860657,Positive,59.328658,64.328658, ,2,MH+1242.714037-Scan#19897
790.432007,Positive,59.419126,64.419126, ,2,MH+1579.856737-Scan#19943
709.412415,Positive,59.432247,64.432247, ,2,MH+1417.817552-Scan#19949
577.794067,Positive,59.435310,64.435310, ,2,MH+1154.580858-Scan#19951
487.743652,Positive,59.438362,64.438362, ,2,MH+974.480028-Scan#19953
740.374207,Positive,59.446250,64.446250, ,2,MH+1479.741136-Scan#19956
746.932922,Positive,59.449334,64.449334, ,2,MH+1492.858568-Scan#19958
525.978821,Positive,59.479974,64.479974, ,3,MH+1575.921909-Scan#19973
460.241089,Positive,59.509478,64.509478, ,2,MH+919.474901-Scan#19990
454.257111,Positive,59.511003,64.511003, ,3,MH+1360.756779-Scan#19991
613.369568,Positive,59.523472,64.523472, ,2,MH+1225.731859-Scan#19997
533.837708,Positive,59.524997,64.524997, ,2,MH+1066.668138-Scan#19998
823.431946,Positive,59.543859,64.543859, ,2,MH+1645.856615-Scan#20008
587.357239,Positive,59.568682,64.568682, ,2,MH+1173.707201-Scan#20022
859.964661,Positive,59.580346,64.580346, ,2,MH+1718.922045-Scan#20027
913.002319,Positive,59.597557,64.597557, ,2,MH+1824.997362-Scan#20036
475.753632,Positive,59.600646,64.600646, ,2,MH+950.499987-Scan#20038
731.376953,Positive,59.603763,64.603763, ,2,MH+1461.746630-Scan#20040
481.279938,Positive,59.630109,64.630109, ,2,MH+961.552599-Scan#20055
655.349182,Positive,59.642950,64.642950, ,2,MH+1309.691088-Scan#20061
644.309509,Positive,59.644509,64.644509, ,2,MH+1287.611742-Scan#20062
500.751770,Positive,59.667150,64.667150, ,2,MH+1000.496263-Scan#20072
585.843933,Positive,59.692619,64.692619, ,2,MH+1170.680590-Scan#20086
536.772461,Positive,59.705261,64.705261, ,2,MH+1072.537645-Scan#20092
666.864807,Positive,59.768962,64.768962, ,2,MH+1332.722338-Scan#20119
495.295807,Positive,59.789437,64.789437, ,2,MH+989.584337-Scan#20130
698.405151,Positive,59.801800,64.801800, ,2,MH+1395.803026-Scan#20133
554.295898,Positive,59.871689,64.871689, ,2,MH+1107.584520-Scan#20167
511.967834,Positive,59.879405,64.879405, ,3,MH+1533.888950-Scan#20172
614.999695,Positive,59.961835,64.961835, ,3,MH+1842.984531-Scan#20210
539.772278,Positive,59.969716,64.969716, ,2,MH+1078.537279-Scan#20213
663.854004,Positive,59.971286,64.971286, ,2,MH+1326.700731-Scan#20214
975.484009,Positive,59.991516,64.991516, ,2,MH+1949.960741-Scan#20225
1114.524902,Positive,60.045288,65.045288, ,2,MH+2228.042528-Scan#20249
904.984619,Positive,60.053003,65.053003, ,2,MH+1808.961962-Scan#20254
719.345764,Positive,60.057644,65.057644, ,2,MH+1437.684252-Scan#20257
560.973633,Positive,60.076582,65.076582, ,3,MH+1680.906345-Scan#20267
534.798462,Positive,60.078109,65.078109, ,2,MH+1068.589647-Scan#20268
494.798737,Positive,60.088721,65.088721, ,2,MH+988.590197-Scan#20272
695.361145,Positive,60.090281,65.090281, ,2,MH+1389.715013-Scan#20273
437.777924,Positive,60.098884,65.098884, ,2,MH+874.548571-Scan#20276
964.966858,Positive,60.103519,65.103519, ,2,MH+1928.926439-Scan#20279
893.459106,Positive,60.105078,65.105078, ,2,MH+1785.910936-Scan#20280
615.849854,Positive,60.106638,65.106638, ,2,MH+1230.692430-Scan#20281
796.904846,Positive,60.131544,65.131544, ,2,MH+1592.802416-Scan#20292
599.355347,Positive,60.153398,65.153398, ,2,MH+1197.703417-Scan#20304
594.830383,Positive,60.154923,65.154923, ,2,MH+1188.653490-Scan#20305
676.320862,Positive,60.189038,65.189038, ,2,MH+1351.634447-Scan#20318
467.747803,Positive,60.215287,65.215287, ,2,MH+934.488329-Scan#20327
529.307190,Positive,60.408107,65.408107, ,2,MH+1057.607103-Scan#20387
507.823242,Positive,60.472626,65.472626, ,2,MH+1014.639208-Scan#20421
735.887939,Positive,60.486634,65.486634, ,2,MH+1470.768602-Scan#20427
459.232605,Positive,60.493322,65.493322, ,2,MH+917.457933-Scan#20429
982.975281,Positive,60.528534,65.528534, ,2,MH+1964.943285-Scan#20446
496.767151,Positive,60.547686,65.547686, ,2,MH+992.527025-Scan#20452
579.352234,Positive,60.565752,65.565752, ,2,MH+1157.697191-Scan#20458
543.323242,Positive,60.567283,65.567283, ,2,MH+1085.639208-Scan#20459
652.839233,Positive,60.582853,65.582853, ,2,MH+1304.671190-Scan#20466
703.863708,Positive,60.603628,65.603628, ,2,MH+1406.720140-Scan#20476
583.817993,Positive,60.614433,65.614433, ,2,MH+1166.628710-Scan#20483
580.318054,Positive,60.621230,65.621230, ,2,MH+1159.628832-Scan#20485
467.295319,Positive,60.622757,65.622757, ,2,MH+933.583361-Scan#20486
507.960144,Positive,60.627352,65.627352, ,3,MH+1521.865879-Scan#20489
553.854614,Positive,60.695537,65.695537, ,2,MH+1106.701952-Scan#20519
480.782715,Positive,60.703133,65.703133, ,2,MH+960.558153-Scan#20524
630.809021,Positive,60.782962,65.782962, ,2,MH+1260.610765-Scan#20564
550.291748,Positive,60.797007,65.797007, ,2,MH+1099.576219-Scan#20570
481.270630,Positive,60.798533,65.798533, ,2,MH+961.533983-Scan#20571
504.286255,Positive,60.804712,65.804712, ,2,MH+1007.565233-Scan#20575
637.336365,Positive,60.818714,65.818714, ,2,MH+1273.665453-Scan#20581
613.617188,Positive,60.840483,65.840483, ,3,MH+1838.837009-Scan#20592
457.227753,Positive,60.842028,65.842028, ,2,MH+913.448229-Scan#20593
595.337219,Positive,60.875003,65.875003, ,2,MH+1189.667162-Scan#20609
630.382202,Positive,60.889547,65.889547, ,2,MH+1259.757128-Scan#20612
485.791351,Positive,60.967361,65.967361, ,2,MH+970.575426-Scan#20647
570.311340,Positive,61.021923,66.021923, ,3,MH+1708.919468-Scan#20673
772.852051,Positive,61.034838,66.034838, ,2,MH+1544.696825-Scan#20679
495.806549,Positive,61.039446,66.039446, ,2,MH+990.605822-Scan#20682
565.326172,Positive,61.049499,66.049499, ,2,MH+1129.645067-Scan#20686
603.376648,Positive,61.088371,66.088371, ,2,MH+1205.746019-Scan#20704
